timestamp,vram_dedicated_bytes,ram_used_bytes,foamrun_rss_bytes
1778257223.301692231,1316409344,45177778176,42121637888
1778257223.527262508,1316409344,45178511360,42939699200
1778257223.756111817,1316474880,45179826176,42939699200
1778257223.985028025,1316474880,45079748608,41303379968
1778257224.211135192,1316474880,45079977984,41848950784
1778257224.439696755,1316474880,45095436288,42667012096
1778257224.666858137,1316474880,45176795136,42939699200
1778257224.895617900,1316343808,41754624000,37206851584
1778257225.125591759,1316343808,41753546752,38638170112
1778257225.351816640,1316343808,41754034176,38260256768
1778257225.578182947,1316343808,41876791296,39383347200
1778257225.805535385,1316343808,42376208384,40342302720
1778257226.030991675,1316343808,43548815360,40913747968
1778257226.257636211,1316343808,45132443648,42129391616
1778257226.485360152,1316343808,45190094848,40078073856
1778257226.713610829,1316343808,44550131712,40485232640
1778257226.941416432,1316343808,41622417408,36492107776
1778257227.167620668,1316343808,41945636864,39166611456
1778257227.394539333,1316343808,42991861760,40008646656
1778257227.622430015,1316343808,42991861760,38301118464
1778257227.850064767,3076112384,43168100352,41124921344
1778257228.073919110,3075817472,43985371136,42280341504
1778257228.298953057,3075817472,43985629184,42280341504
1778257228.525647593,3075817472,43982127104,42280341504
1778257228.751927271,3075817472,44758679552,42908155904
1778257228.978588968,3075817472,44855107584,43152101376
1778257229.201319511,3075817472,45465255936,43751649280
1778257229.424533750,3075817472,45984079872,44105920512
1778257229.649003210,3075817472,47079092224,45382643712
1778257229.872269798,3075817472,47560806400,45288329216
1778257230.097438207,3075751936,47873503232,46176899072
1778257230.321512764,3075751936,48474857472,46781624320
1778257230.545358338,3075751936,48713187328,45209116672
1778257230.768746666,3075751936,49074991104,45562589184
1778257230.991745781,3075751936,49431420928,45915705344
1778257231.214448192,3075751936,49793556480,46281064448
1778257231.438733630,3075751936,50164133888,46625624064
1778257231.661728332,3075751936,50525782016,46990065664
1778257231.885552485,3075751936,50873868288,47348879360
1778257232.109461764,3075751936,51229003776,47703822336
1778257232.332658563,3129847808,48872255488,45219852288
1778257232.556006377,3129847808,49265659904,45883039744
1778257232.779888845,3129847808,49942278144,46553858048
1778257233.003897986,3129847808,50619994112,47228133376
1778257233.227061696,3129847808,51288825856,47896666112
1778257233.450715682,3129847808,51939405824,48549720064
1778257233.674346023,3129913344,52540010496,49143078912
1778257233.897606435,3129978880,53073346560,49742835712
1778257234.121349590,3129978880,53122777088,49762369536
1778257234.344685800,3129978880,53443215360,50099912704
1778257234.568092545,3130273792,53608710144,50241634304
1778257234.792180641,3129978880,53511241728,50241634304
1778257235.015538415,3129913344,53511487488,50241634304
1778257235.239714209,3129913344,53509926912,50241634304
1778257235.464196774,3129913344,53509926912,50241634304
1778257235.688737723,3129913344,53510836224,50241634304
1778257235.913498480,3129847808,53443715072,50241634304
1778257236.136729747,3129847808,53444583424,50241634304
1778257236.360447094,3129847808,53446389760,50241634304
1778257236.584330497,3129913344,53440978944,50241634304
1778257236.807444250,3129913344,53374857216,50241634304
1778257237.031397917,3129913344,53374857216,50241634304
1778257237.254641010,3129913344,53374914560,50241634304
1778257237.478708703,3129913344,53374656512,50241634304
1778257237.702905588,3129913344,53333213184,50241634304
1778257237.925776933,3129847808,53306757120,50241634304
1778257238.149816917,3129847808,53315497984,50241634304
1778257238.373475401,3129847808,53318373376,50241634304
1778257238.597734894,3129847808,53319307264,50241634304
1778257238.821497496,3129847808,53253976064,50241634304
1778257239.045777050,3129847808,53340282880,50369798144
1778257239.269252400,3129847808,53991383040,51012976640
1778257239.492567544,3129847808,54585651200,51614216192
1778257239.715730642,3129847808,53203501056,49859346432
1778257239.939382038,3129847808,53427920896,50544906240
1778257240.162477463,3129847808,54054494208,51167047680
1778257240.386206932,3129847808,54607187968,51679440896
1778257240.610507757,3129847808,53125697536,50040238080
1778257240.834084577,3129847808,53557264384,50726031360
1778257241.058329413,3129978880,54167842816,51326144512
1778257241.281899230,3129978880,54547787776,51679440896
1778257241.506301186,3129978880,52099919872,49181081600
1778257241.729557005,3129978880,52635033600,49864351744
1778257241.952528453,3129978880,53327314944,50555490304
1778257242.176883000,3129978880,54012481536,51246743552
1778257242.400939254,3129978880,54706073600,51932319744
1778257242.624890240,3129978880,55383232512,52609720320
1778257242.848225368,3129913344,55994068992,53290430464
1778257243.071389375,3129913344,56677871616,53974409216
1778257243.295601583,3130191872,57362841600,54653464576
1778257243.518721607,3129929728,58034024448,55325351936
1778257243.741346056,3129929728,58656968704,56001409024
1778257243.964517835,3129864192,59333234688,56673923072
1778257244.187758523,3129864192,60009795584,57349038080
1778257244.411190259,5047304192,51008040960,47899738112
1778257244.635590373,5054660608,51288764416,48647684096
1778257244.858344149,5054595072,51948273664,49417183232
1778257245.081692422,6971797504,52882681856,50422788096
1778257245.305577680,6971797504,54310326272,51734429696
1778257245.528968312,6975619072,54313615360,51734429696
1778257245.752616139,7108247552,54452572160,51953758208
1778257245.976236818,7108231168,55112564736,52628860928
1778257246.200721882,7108231168,55780671488,53299544064
1778257246.424487041,9025368064,56182816768,53652017152
1778257246.648426187,9025368064,56179642368,53652017152
1778257246.871124708,8066834432,54685888512,52266504192
1778257247.093439775,9025437696,55165030400,52693610496
1778257247.316730601,8066834432,54624956416,52115062784
1778257247.539690304,9025437696,55160430592,52693610496
1778257247.762680545,9025507328,55226191872,51861278720
1778257247.986161924,6149771264,50791993344,48443797504
1778257248.209861964,7110254592,51250425856,48860442624
1778257248.492800028,7108374528,50833883136,48473780224
1778257248.716192705,7108440064,51060514816,48722661376
1778257248.944059873,7108440064,50764652544,48479248384
1778257249.167288467,7108440064,51047460864,48722661376
1778257249.399341397,7108440064,46308986880,42841993216
1778257249.623388279,7108440064,42278141952,40038633472
1778257249.847709746,7381139456,42206425088,40059621376
1778257250.070734888,7311036416,43374116864,39538860032
1778257250.295714122,6517002240,46029201408,39538860032
1778257250.519492537,2682687488,48163745792,39538860032
1778257250.744459585,29913903104,48662884352,39538860032
1778257250.967891246,29808971776,48881852416,39539310592
1778257251.192394793,29913518080,48700350464,39540056064
1778257251.415538742,29913518080,48706654208,39540056064
1778257251.638215210,29913518080,48730820608,39542157312
1778257251.860915294,29913518080,48668471296,39542157312
1778257252.084671213,29913518080,48673824768,39542157312
1778257252.309172350,29913518080,48675676160,39542157312
1778257252.532660081,29913518080,48677318656,39542157312
1778257252.756277190,1318510592,39242932224,34596671488
1778257252.978217004,1318445056,39022342144,0
1778257253.202529811,1318445056,9942810624,0
1778257253.425444754,1316278272,7665836032,0
1778257253.647497493,1316278272,7667490816,0
1778257253.869961560,1316278272,7654453248,0
1778257254.092521065,1362481152,7665524736,0
1778257254.314494111,1362481152,7666130944,0
1778257254.536549797,1362481152,7668871168,0
1778257254.758911680,1362481152,7644131328,0
1778257254.979526479,1362481152,7583002624,0
1778257255.201775084,1362481152,7633465344,0
1778257255.423810201,1362481152,7633035264,0
1778257255.647064108,1362481152,7633522688,0
1778257255.869839280,1362415616,7603064832,0
1778257256.092513720,1362481152,7602384896,0
1778257256.314978081,1362481152,7602089984,0
1778257256.536659843,1362481152,7602593792,0
1778257256.759285703,1362481152,7592079360,0
1778257256.981051392,1362776064,7514472448,0
1778257257.204254438,1362481152,7514071040,0
1778257257.427523976,1362481152,7513923584,0
1778257257.649403871,1362481152,7514685440,0
1778257257.873833242,1362481152,7495438336,0
1778257258.095544468,1362415616,7495000064,0
1778257258.319010340,1362415616,7495258112,0
1778257258.542299603,1362481152,7499882496,0
1778257258.764189318,1362481152,7488741376,0
1778257258.986488371,1362481152,7487242240,0
1778257259.210064396,1362481152,7481335808,0
1778257259.433441510,1362481152,7466622976,0
1778257259.656255408,1362546688,7466369024,0
1778257259.880906880,1362546688,7441670144,0
1778257260.103717055,1362481152,7446052864,0
1778257260.326697858,1362481152,7446282240,0
1778257260.549799050,1362481152,7447244800,0
1778257260.774910198,1362481152,7433711616,0
1778257260.996616938,1362759680,7422640128,0
1778257261.218524336,1362481152,7419236352,0
1778257261.440708634,1362481152,7419236352,0
1778257261.662816220,1362481152,7419981824,0
1778257261.885618044,1362350080,7405670400,0
1778257262.106578437,1362350080,7406596096,0
1778257262.328226958,1362366464,7406596096,0
1778257262.549726972,1362366464,7406596096,0
1778257262.769792584,1362415616,7400599552,0
1778257262.991269258,1362366464,7400845312,0
1778257263.213553290,1362366464,7400480768,0
1778257263.436225307,1362366464,7400660992,0
1778257263.658617679,1362448384,7400890368,0
1778257263.881328508,1362432000,7378776064,0
