timestamp,vram_dedicated_bytes,ram_used_bytes,foamrun_rss_bytes
1778257109.349523283,3184111616,53380583424,50358489088
1778257109.573528933,3184111616,53380284416,50358489088
1778257109.797512985,3184111616,53322366976,50358489088
1778257110.021031236,3184046080,53325832192,50358489088
1778257110.244702211,3184046080,53323825152,50358489088
1778257110.467647913,3184046080,53324767232,50358489088
1778257110.690681892,3184046080,53327257600,50358489088
1778257110.914811965,3184046080,53249220608,50358489088
1778257111.138724807,3184046080,53148008448,50280890368
1778257111.363480289,3184046080,53818204160,50948038656
1778257111.586269432,3184046080,54421688320,51547545600
1778257111.810357012,3184111616,54611673088,51796295680
1778257112.034516568,3184111616,53249572864,50468069376
1778257112.257736256,3184111616,53910716416,51117076480
1778257112.480859067,3184111616,54505664512,51718483968
1778257112.704601023,3184111616,53079801856,49964797952
1778257112.928527074,3184111616,53376266240,50652852224
1778257113.151537307,3184111616,54013640704,51277217792
1778257113.374763124,3184111616,54567899136,51796295680
1778257113.598660660,3184111616,52117401600,49107603456
1778257113.821900561,3184111616,52454420480,49790140416
1778257114.044855983,3184111616,53148225536,50477285376
1778257114.267685201,3184111616,53833392128,51162677248
1778257114.491020957,3184111616,54510571520,51844653056
1778257114.715031671,3184111616,55164227584,52516089856
1778257114.938659696,3184046080,55800639488,53186904064
1778257115.161909196,3184046080,56469942272,53857357824
1778257115.385405183,3184046080,57155567616,54531039232
1778257115.609644778,3184046080,57824595968,55201959936
1778257115.833141910,3184046080,58409922560,55870586880
1778257116.055785314,3184046080,59078721536,56541376512
1778257116.279433293,3184046080,59747520512,57214369792
1778257116.503065889,3184046080,54104330240,50375270400
1778257116.725403800,5108850688,51005530112,48484990976
1778257116.948920826,5108850688,51690213376,49250369536
1778257117.172672104,7025987584,52417044480,49934049280
1778257117.395993011,7026053120,54088916992,51700215808
1778257117.618897949,7029874688,54365736960,51851309056
1778257117.841999291,7026118656,54308339712,51851309056
1778257118.064978797,7162503168,54848696320,52431781888
1778257118.289202851,7162503168,55533694976,53108219904
1778257118.513052893,7162568704,56211136512,53768896512
1778257118.737208358,9083461632,56151584768,53768896512
1778257119.087525302,8121171968,54757044224,52430561280
1778257119.311726298,9081655296,55187329024,52810489856
1778257119.597657254,8121171968,54823477248,52489748480
1778257119.821280751,9081655296,55116124160,52828389376
1778257120.044707889,6204039168,50750648320,48323559424
1778257120.267436424,7162642432,51282546688,48977338368
1778257120.491029727,7162642432,50745298944,48257675264
1778257120.714322341,7162642432,51065741312,48839548928
1778257120.937249621,7162642432,50628444160,48235347968
1778257121.160603797,7162642432,51041714176,48825888768
1778257121.384243903,7162642432,50690138112,48213372928
1778257121.607911340,7162642432,42168066048,39657398272
1778257121.831430235,7435407360,42091384832,39666798592
1778257122.055079384,8526471168,42121170944,39553720320
1778257122.278359362,6707650560,44059885568,39553720320
1778257122.502328992,4654145536,46393184256,39553720320
