timestamp,bytes_used,bytes_total
1778080064.199524927,1318850560,29955719168
1778080064.407296773,1318850560,29955719168
1778080064.615784034,1318916096,29955719168
1778080064.824422762,1318916096,29955719168
1778080065.032513439,1318916096,29955719168
1778080065.241172557,1318916096,29955719168
1778080065.448869391,1318916096,29955719168
1778080065.656521244,1318916096,29955719168
1778080065.864246911,1318916096,29955719168
1778080066.072232454,1318916096,29955719168
1778080066.280792928,1318850560,29955719168
1778080066.488792200,1318850560,29955719168
1778080066.697535325,1318850560,29955719168
1778080066.907380985,1318850560,29955719168
1778080067.117324867,1318850560,29955719168
1778080067.325908210,1318850560,29955719168
1778080067.533860987,1318850560,29955719168
1778080067.743466306,1318916096,29955719168
1778080067.951828154,1318916096,29955719168
1778080068.160655436,1318916096,29955719168
1778080068.370694977,1318916096,29955719168
1778080068.580721025,1318916096,29955719168
1778080068.789910676,1318916096,29955719168
1778080068.999537771,1319276544,29955719168
1778080069.208808972,1318981632,29955719168
1778080069.416758062,1318916096,29955719168
1778080069.625334318,1318916096,29955719168
1778080069.835982016,1318916096,29955719168
1778080070.046148414,1318916096,29955719168
1778080070.254710692,1318850560,29955719168
1778080070.462176356,1318850560,29955719168
1778080070.669618745,1318850560,29955719168
1778080070.877142444,1318850560,29955719168
1778080071.084439087,1318850560,29955719168
1778080071.292567699,1318850560,29955719168
1778080071.501479193,1318850560,29955719168
1778080071.710576609,1318850560,29955719168
1778080071.919244598,1318916096,29955719168
1778080072.127389474,1318916096,29955719168
1778080072.335686471,1318916096,29955719168
1778080072.544316154,1318916096,29955719168
1778080072.751979403,1318981632,29955719168
1778080072.960585501,1318981632,29955719168
1778080073.168247013,1318916096,29955719168
1778080073.376219488,1318916096,29955719168
1778080073.584342178,1318916096,29955719168
1778080073.792740963,1318916096,29955719168
1778080074.000847828,1318916096,29955719168
1778080074.208243596,1318850560,29955719168
1778080074.416503208,1318850560,29955719168
1778080074.623339800,1318850560,29955719168
1778080074.831345423,1318850560,29955719168
1778080075.039838719,1318850560,29955719168
1778080075.248075721,1318850560,29955719168
1778080075.456020586,1318850560,29955719168
1778080075.664308598,1318850560,29955719168
1778080075.872146506,1318850560,29955719168
1778080076.079510324,1318850560,29955719168
1778080076.287978072,1318850560,29955719168
1778080076.495898620,1318850560,29955719168
1778080076.704417488,1318850560,29955719168
1778080076.912642580,1318850560,29955719168
1778080077.121334144,1318850560,29955719168
1778080077.329797245,1318850560,29955719168
1778080077.537680667,1318850560,29955719168
1778080077.745403120,1318850560,29955719168
1778080077.953605964,1318850560,29955719168
1778080078.162352450,1318916096,29955719168
1778080078.370850626,1318916096,29955719168
1778080078.579074369,1318916096,29955719168
1778080078.787105703,1318916096,29955719168
1778080078.995734505,1318916096,29955719168
1778080079.204627564,1318850560,29955719168
1778080079.413809528,1318850560,29955719168
1778080079.622416383,1318850560,29955719168
1778080079.830712186,1318850560,29955719168
1778080080.040117680,1319145472,29955719168
1778080080.249118339,1318850560,29955719168
1778080080.457841524,1318850560,29955719168
1778080080.666440120,1318850560,29955719168
1778080080.875816459,1318850560,29955719168
1778080081.085764169,1318850560,29955719168
1778080081.295171811,1318850560,29955719168
1778080081.504929450,1318850560,29955719168
1778080081.714595634,1318850560,29955719168
1778080081.923398985,1318850560,29955719168
1778080082.132453358,1318850560,29955719168
1778080082.341241011,1318850560,29955719168
1778080082.550878568,1318916096,29955719168
1778080082.760591412,1318916096,29955719168
1778080082.969912600,1318916096,29955719168
1778080083.179650548,1318916096,29955719168
1778080083.389508160,1318916096,29955719168
1778080083.599414920,1318916096,29955719168
1778080083.808862642,1318916096,29955719168
1778080084.018765877,1318916096,29955719168
1778080084.227912550,1318850560,29955719168
1778080084.437108175,1318850560,29955719168
1778080084.646091008,1318850560,29955719168
1778080084.854718949,1318850560,29955719168
1778080085.064194143,1318850560,29955719168
1778080085.273346688,1318850560,29955719168
1778080085.483790300,1318850560,29955719168
1778080085.694108919,1318850560,29955719168
1778080085.904121240,1318850560,29955719168
1778080086.114594957,1318850560,29955719168
1778080086.326829822,1318850560,29955719168
1778080086.537758930,1318850560,29955719168
1778080086.747095473,1318850560,29955719168
1778080086.956050159,1318850560,29955719168
1778080087.164850019,1318850560,29955719168
1778080087.374072361,1318850560,29955719168
1778080087.583172409,1318850560,29955719168
1778080087.793444170,1318916096,29955719168
1778080088.002872996,1318981632,29955719168
1778080088.212276774,1318981632,29955719168
1778080088.423874204,1318981632,29955719168
1778080088.634360118,1318981632,29955719168
1778080088.845433158,1318981632,29955719168
1778080089.056320385,1318981632,29955719168
1778080089.266089569,1318981632,29955719168
1778080089.475558696,1318981632,29955719168
1778080089.685154224,1318981632,29955719168
1778080089.895181691,1318981632,29955719168
1778080090.104809745,1318981632,29955719168
1778080090.314583201,1318850560,29955719168
1778080090.526018829,1318850560,29955719168
1778080090.736494384,1318850560,29955719168
1778080090.947072646,1318850560,29955719168
1778080091.157925140,1318850560,29955719168
1778080091.367267777,1318850560,29955719168
1778080091.577098663,1318850560,29955719168
1778080091.787696008,1318850560,29955719168
1778080091.998378930,1318850560,29955719168
1778080092.206632235,1318850560,29955719168
1778080092.414811883,1318850560,29955719168
1778080092.623966726,1318850560,29955719168
1778080092.833194972,1318850560,29955719168
1778080093.043652495,1318850560,29955719168
1778080093.252455642,1319145472,29955719168
1778080093.461899423,1318850560,29955719168
1778080093.672745360,1318850560,29955719168
1778080093.882670917,1318850560,29955719168
1778080094.092458150,1318850560,29955719168
1778080094.302401349,1318850560,29955719168
1778080094.511791036,1318850560,29955719168
1778080094.721789669,1318850560,29955719168
1778080094.934324119,1318850560,29955719168
1778080095.146118816,1318850560,29955719168
1778080095.357139842,1318850560,29955719168
1778080095.568699521,1318850560,29955719168
1778080095.778224691,1318850560,29955719168
1778080095.987413126,1318850560,29955719168
1778080096.198079687,1318850560,29955719168
1778080096.409035780,1318850560,29955719168
1778080096.619275023,1318850560,29955719168
1778080096.829407445,1318850560,29955719168
1778080097.039050605,1318916096,29955719168
1778080097.249767057,1318916096,29955719168
1778080097.460451897,1318916096,29955719168
1778080097.671581061,1318981632,29955719168
1778080097.882389502,1318981632,29955719168
1778080098.092713248,1318981632,29955719168
1778080098.302593916,1318981632,29955719168
1778080098.511904999,1318981632,29955719168
1778080098.721204553,1318981632,29955719168
1778080098.931304447,1318981632,29955719168
1778080099.142745986,1318850560,29955719168
1778080099.353303981,1318850560,29955719168
1778080099.564778781,1318850560,29955719168
1778080099.775010705,1318850560,29955719168
1778080099.985751743,1318850560,29955719168
1778080100.195680093,1318850560,29955719168
1778080100.406310552,1318850560,29955719168
1778080100.617253879,1318850560,29955719168
1778080100.826830707,1318850560,29955719168
1778080101.035583810,1318850560,29955719168
1778080101.245248221,1318850560,29955719168
1778080101.455247050,1318850560,29955719168
1778080101.665015618,1318850560,29955719168
1778080101.875295538,1318850560,29955719168
1778080102.086195991,1318850560,29955719168
1778080102.297145000,1318850560,29955719168
1778080102.507548180,1318850560,29955719168
1778080102.717857355,1318850560,29955719168
1778080102.928359851,1318850560,29955719168
1778080103.138110128,1318850560,29955719168
1778080103.348780297,1318850560,29955719168
1778080103.558901110,1318850560,29955719168
